Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,price,url,Final de placa
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2014,77000,1.0,Flex,Manual,,Prata,4 portas,78010258,Cuiabá,Areão,38500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/aceita-troca-hyundai-hb20-comfort-1-0-flex-897116869,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,,2018,70000,,Flex,Automático,,Branco,,78015050,Cuiabá,Dom Aquino,93000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-automatico-897119674,
"Carros, vans e utilitários",FIAT PALIO WEEK. ATTRACTIVE 1.4 FIRE FLEX 8V,FIAT,Passeio,2016,70000,1.4,Flex,Manual,Hidráulica,Prata,,78110000,Várzea Grande,,38000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-897120470,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2011,160000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,78025307,Cuiabá,Porto,15000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-carro-gol-2011-doc-em-dia-897116697,
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2018,58700,1.0,Flex,Manual,Elétrica,Vermelho,4 portas,78117440,Várzea Grande,Cristo Rei,39900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-drive-unico-dono-2018-858671957,7
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2018,51000,1.8,Flex,Automático,Hidráulica,Branco,4 portas,78008800,Cuiabá,Lixeira,74900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2018-automatico-zeraa-893877022,0
"Carros, vans e utilitários",FIAT LINEA ABSOLUTE 1.9/1.8 FLEX DUALOGIC 4P,FIAT,,2010,144650,1.9,Flex,Automático,Mecânica,Cinza,4 portas,78015643,Cuiabá,Poção,28900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-linea-absolute-1-9-dualogic-888361325,9
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,Hatch,2014,81198,1.4,Flex,Automático,Elétrica,Prata,4 portas,78065470,Cuiabá,Grande Terceiro,44900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-flex-automatico-835038091,9
"Carros, vans e utilitários",NISSAN KICKS S 1.6 16V FLEXSTAR 5P MEC.,NISSAN,,2019,0,,Flex,Manual,,,4 portas,78065000,Cuiabá,Pico do Amor,76690.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-1-6-16v-flexstart-s-4p-2019-604378362,
"Carros, vans e utilitários",FORD FIESTA SE 1.6 16V FLEX 5P,FORD,,2017,94400,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78065385,Cuiabá,Jardim Paulista,42990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-1-6-se-hatch-16v-flex-4p-manual-878815785,8
"Carros, vans e utilitários",MITSUBISHI PAJERO OUTDOOR 3.2 4X4 T.I. DIES.5P AUT.,MITSUBISHI,SUV,2018,102000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,78015020,Cuiabá,Terceiro,165000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/pajero-outdoor-diesel-4x4-17-18-864437970,2
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 415 FURGÃO E.L.T.ALT. 2.2 DIES.,MERCEDES-BENZ,Passeio,2014,145195,,Diesel,Manual,,,2 portas,78015600,Cuiabá,Poção,125900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/sprinter-2013-2014-2-2-415-cdi-furgao-7-5-bi-turbo-diesel-manual-872952944,8
"Carros, vans e utilitários",FORD ECOSPORT XLT 2.0/ 2.0 FLEX 16V 5P AUT.,FORD,Hatch,2011,116000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,78008800,Cuiabá,Lixeira,27900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ecosport-xlt-automatica-flex-893427167,4
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X2 CD,GM - CHEVROLET,Pick-up,2019,59000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,,78010650,Cuiabá,Areão,149900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-4x2-completa-top-897109450,2
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,Pick-up,2013,168564,3.0 - 3.9,Diesel,Automático,Hidráulica,Preto,4 portas,78055424,Cuiabá,Morada da Serra,128600.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-automatica-3-0-turbo-diesel-tracao-4x4-897107186,6
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,22720,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78070100,Cuiabá,Jardim Petrópolis,42900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gm-onix-joy-hatch-1-0-2018-2019-flex-895749705,3
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO SUPER SURF 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Pick-up,2002,210000,1.6,Flex,Manual,Hidráulica,Prata,2 portas,78840000,Campo Verde,,18000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1-6-897107034,6
"Carros, vans e utilitários",BUGGY BUGGY 1.6 2-LUG.,BUGGY,Buggy,2021,0,,Gasolina,Manual,Mecânica,Laranja,,78005505,Cuiabá,Araés,19870.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/mini-buggy-fapinha-power-sport-2020-2021-gasolina-6-5hp-821548746,
"Carros, vans e utilitários",HYUNDAI TUCSON 2.0 16V MEC.,HYUNDAI,SUV,2011,164000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Preto,4 portas,78030000,Cuiabá,Cidade Alta,29900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/tucson-2-0-manual-2011-897102958,3
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP STD. 2.2 MPFI / EFI,GM - CHEVROLET,Pick-up,1999,204000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Preto,2 portas,78080500,Cuiabá,Parque Ohara,16900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/s-10-2-2-gas-1999-4-cilindros-897094891,4
"Carros, vans e utilitários",FIAT MOBI,FIAT,,2021,0,,,,,,,78700005,Rondonópolis,Vila Canaã,0.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/veiculos-0km-sem-entrada-mobi-kwid-renault-ford-fiat-ka-862917639,
"Carros, vans e utilitários",FIAT PALIO SPORTING 1.6 FLEX 16V 5P,FIAT,Hatch,2014,47339,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,78015205,Cuiabá,Dom Aquino,36000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-1-6-completo-897104449,5
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL GL 1.6 MI/STAR 1.6 E 1.8/ATLANTA 1.6,VW - VOLKSWAGEN,Passeio,1988,1952,1.6,Gasolina,Manual,Mecânica,Outra,2 portas,78120570,Várzea Grande,Parque do Lago,2600.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/carro-gol-quadrado-897100090,0
"Carros, vans e utilitários",GM - CHEVROLET EQUINOX PREMIER 2.0 TURBO AWD 262CV AUT.,GM - CHEVROLET,SUV,2018,92000,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 portas,78030000,Cuiabá,Cidade Alta,139500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-equinox-premier-2-0-turbo-2018-897093475,3
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! HIGH 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2014,0,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78052304,Cuiabá,Altos da Serra I,21900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/up-897092872,4
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2013,66000,1.8,Flex,Automático,Hidráulica,Prata,4 portas,78135395,Várzea Grande,Canelas,57900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-12-13-gli-1-8-pegamos-carros-e-motos-como-entrada-882793648,2
"Carros, vans e utilitários",TOYOTA RAV4 2.5 SX 4X4 HYBRID AUT.,TOYOTA,,2020,18000,1.0,Flex,Automático,Hidráulica,Branco,,78125152,Várzea Grande,Centro-Sul,235000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/toyota-rav4-2-5-sx-4x4-hybrid-aut-2020-flex-838832313,3
"Carros, vans e utilitários",HYUNDAI AZERA GLS 3.3 V6 24V 4P AUT.,HYUNDAI,Sedã,2011,158000,3.0 - 3.9,Gasolina,Automático,Hidráulica,Prata,4 portas,78030000,Cuiabá,Cidade Alta,37900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/hyundai-azera-gls-automatico-2011-820143883,8
"Carros, vans e utilitários",RENAULT SANDERO PRIVILÈGE HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2011,160000,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,78110400,Várzea Grande,Centro-Norte,23990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/sandero-privilege-1-6-2010-11-853300743,5
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2001,0,,,,,Vermelho,4 portas,78140020,Várzea Grande,Glória,4500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/palio-2001-basico-897084203,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT,GM - CHEVROLET,Pick-up,2013,208327,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,78055424,Cuiabá,Morada da Serra,102700.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/s10-automatica-2-8-diesel-4x4-completa-super-nova-897089944,6
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,45000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,78117440,Várzea Grande,Cristo Rei,101890.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2019-871316156,9
"Carros, vans e utilitários",TOYOTA 1.8 GLI UPPER 16V FLEX 4P AUTOMATICO,TOYOTA,,2018,77600,1.0,Flex,Automático,Elétrica,Preto,4 portas,78125152,Várzea Grande,Centro-Sul,79900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-1-8-gli-upper-16v-flex-4p-automatico-892901219,6
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2013,98000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78030000,Cuiabá,Cidade Alta,24900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-1-0-2012-13-completo-897086096,7
"Carros, vans e utilitários",HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,Hatch,2013,94511,1.5,Flex,Automático,Elétrica,Prata,4 portas,78060538,Cuiabá,Santo Antônio do Pedregal,39900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fit-ex-automatico-1-5-13-13-flex-730425185,5
"Carros, vans e utilitários",FIAT UNO,FIAT,,2015,78000,,,,,Branco,4 portas,78132750,Várzea Grande,Primavera,27000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-897070754,8
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,Pick-up,2015,79800,1.4,Flex,Manual,Hidráulica,Prata,2 portas,78008800,Cuiabá,Lixeira,36000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/montana-ls-ano-2015-877228214,8
"Carros, vans e utilitários",FIAT STRADA 1.4 MPI FIRE FLEX 8V CS,FIAT,Pick-up,2015,128500,1.4,Flex,Manual,Hidráulica,Branco,2 portas,78065700,Cuiabá,Grande Terceiro,37000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-working-897069356,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 2P,VW - VOLKSWAGEN,Hatch,2009,150000,1.0,Flex,Manual,,Prata,2 portas,78158272,Várzea Grande,Jardim dos Estados,13900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-2009-897069789,0
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX COMFORTLINE 1.6 MI T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2015,138000,,,,Elétrica,,4 portas,78718006,Rondonópolis,Jardim Santa Clara I,45500.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/spacefox-confortline-2015-897069413,6
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XS 1.6 FLEX 16V 4P,PEUGEOT,Sedã,2011,100000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,78120020,Várzea Grande,Parque do Lago,23900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-xs-897078804,1
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2018,54000,1.4,Flex,Manual,Elétrica,Branco,4 portas,78090682,Cuiabá,Nossa Senhora Aparecida,56500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/prisma-modelo-2018-897067491,7
"Carros, vans e utilitários",JAC J3 1.4 16V 5P MEC.,JAC,Hatch,2011,0,1.4,Gasolina,Manual,,Preto,4 portas,78010258,Cuiabá,Areão,21500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/aceita-troca-jac-j3-black-1-4-completo-809079664,
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2018,80000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,78118060,Várzea Grande,Cristo Rei,37990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/sandero-2017-18-completo-880424432,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2020,50000,1.0,Flex,Automático,Elétrica,Azul,4 portas,78048450,Cuiabá,Alvorada,73500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/polo-confortline-tsi-turbo-19-20-897061280,0
"Carros, vans e utilitários",HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2018,102000,1.8,Flex,Automático,Elétrica,Branco,4 portas,78050267,Cuiabá,Jardim Aclimação,94000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-897064066,7
,,,,,,,,,,,,,,,,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/up-tsi-897056787,
"Carros, vans e utilitários",FORD F-250 XLT 4.2 V6,FORD,,2000,0,,Diesel,,,Preto,2 portas,78470000,Rosário Oeste,,70000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/f250-897059680,
"Carros, vans e utilitários",FIAT UNO ATTRACTIVE 1.0 FLEX 6V 5P,FIAT,,2017,62900,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78115800,Várzea Grande,Ponte Nova,36900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-1-0e-884765875,6
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,,2019,0,,Flex,Automático,,,4 portas,78065000,Cuiabá,Pico do Amor,93490.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-1-6-16v-flexstart-sv-4p-2019-604376383,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,12000,1.4,Flex,Manual,Elétrica,Preto,4 portas,78135395,Várzea Grande,Canelas,61900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-19-19-ltz-1-4-completo-pegamos-carros-e-motos-como-entrada-871506154,3
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 2P,VW - VOLKSWAGEN,Passeio,1997,1000,1.0,Gasolina,Manual,Mecânica,Branco,2 portas,78150746,Várzea Grande,Santa Isabel,3500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vende-se-gol-bola-motor-cht-1-0-8v-897051298,1
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Passeio,2012,139382,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78052254,Cuiabá,Doutor Fábio Leite II,25000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-897047601,6
"Carros, vans e utilitários", ,,,2012,1,,,,,,,78115904,Várzea Grande,Ponte Nova,,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/s10-897049686,1
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,107000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,78040140,Cuiabá,Santa Rosa,27900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/agile-1-4-ltz-2011-880874743,8
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2020,15000,1.0,Flex,Manual,Elétrica,Branco,4 portas,78580000,Alta Floresta,,48000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2020-897053824,5
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,,2019,38000,1.0,Flex,Manual,Elétrica,Branco,4 portas,78065385,Cuiabá,Jardim Paulista,43990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-1-0-6v-flex-883927414,6
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,89000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,78040140,Cuiabá,Santa Rosa,48900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g7-1-0-trendline-19-20-885116433,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,,2019,59000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78125152,Várzea Grande,Centro-Sul,44900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-g7-892648486,6
"Carros, vans e utilitários",FORD KA 1.0 S TIVCT FLEX 5P,FORD,Passeio,2020,54902,,Flex,Manual,,,4 portas,78015600,Cuiabá,Poção,51080.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2020-2020-1-0-ti-vct-flex-se-manual-897040811,7
"Carros, vans e utilitários",HYUNDAI ,HYUNDAI,Hatch,2019,68400,1.0,Flex,Manual,Hidráulica,Preto,4 portas,78117440,Várzea Grande,Cristo Rei,47890.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/hb20-unique-18-19-r-47-890-00-897044176,1
"Carros, vans e utilitários",GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,SUV,2019,60000,1.8,Flex,Manual,Hidráulica,Branco,4 portas,78115802,Várzea Grande,Ponte Nova,72990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/spin-1-8-ltz-7-lugares-2019-897039103,2
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2020,49990,,Flex,Manual,,,4 portas,78015600,Cuiabá,Poção,55410.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/voyage-2019-2020-1-6-msi-totalflex-4p-manual-897040882,1
"Carros, vans e utilitários",FIAT DUCATO COMBINATO 2.8 TURBO DIESEL,FIAT,Van/Utilitário,2006,371588,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,,78090855,Cuiabá,Jardim Mossoró,43000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/van-ducato-05-06-2-8-turbo-897042097,1
"Carros, vans e utilitários",RENAULT DUSTER OROCH DYNA. 2.0 HI-FLEX 16V AUT.,RENAULT,Pick-up,2020,58000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,78040140,Cuiabá,Santa Rosa,84900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/duster-oroch-2-0-dynamic-automatico-2020-897038424,8
"Carros, vans e utilitários",MITSUBISHI OUTLANDER 2.0 16V 160CV AUT.,MITSUBISHI,SUV,2016,92000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,78700000,Rondonópolis,,88000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/outlander-2016-2-0-897036152,0
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,GM - CHEVROLET,Sedã,2018,55000,1.8,Flex,Automático,Elétrica,Preto,4 portas,78008800,Cuiabá,Lixeira,58990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ltz-1-8-flex-2017-18-automatico-super-conservado-897038725,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2017,72000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78008800,Cuiabá,Lixeira,39900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/gol-g7-completo-1-6-878643077,0
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,Pick-up,2014,300,1.4,Flex,Manual,Hidráulica,Cinza,2 portas,78080000,Cuiabá,Chácara dos Pinheiros,30000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/montana-ls-2014-897038030,5
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2014,96000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78300000,Tangará da Serra,,28000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/palio-14-14-vendo-ou-troco-897035787,1
"Carros, vans e utilitários",JEEP RENEGADE 1.8 4X2 FLEX 16V MEC.,JEEP,Passeio,2019,45822,,Flex,Automático,,,4 portas,78015600,Cuiabá,Poção,85560.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/renegade-2019-2019-1-8-16v-flex-sport-4p-automatico-897034933,4
"Carros, vans e utilitários",FIAT UNO WAY 1.3 FLEX 8V 5P,FIAT,Hatch,2017,70000,1.3,Flex,Manual,Hidráulica,Prata,4 portas,78110600,Várzea Grande,Centro-Norte,40990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-way-1-3-2016-17-847050567,3
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2018,61000,1.0,Flex,Manual,Elétrica,Prata,4 portas,78600000,Barra do Garças,,38500.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/uno-drive-2017-18-direcao-eletrica-897032997,4
"Carros, vans e utilitários",FORD KA 1.5 SE 12V FLEX 5P MEC.,FORD,Passeio,2019,24900,,Flex,Manual,,,4 portas,78015600,Cuiabá,Poção,52160.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2019-2019-1-5-ti-vct-flex-se-manual-897032088,1
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2017,67000,1.8,Flex,Automático,Elétrica,Prata,4 portas,78058490,Cuiabá,Morada da Serra,85000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-gli-2017-2017-897032722,
